Entity,Code,Year,Literacy rate among young men
Afghanistan,AFG,1979,46
Afghanistan,AFG,2011,62
Afghanistan,AFG,2015,57.73505
Afghanistan,AFG,2021,71
Afghanistan,AFG,2022,83.4
Albania,ALB,2001,99
Albania,ALB,2008,99
Albania,ALB,2009,94.82
Albania,ALB,2011,99
Albania,ALB,2012,99
Albania,ALB,2017,98.58999
Algeria,DZA,1987,86
Algeria,DZA,2002,94
Algeria,DZA,2006,94
Algeria,DZA,2008,96
Algeria,DZA,2019,64.79
American Samoa,ASM,1980,98
Angola,AGO,2001,84
Angola,AGO,2014,85
Angola,AGO,2015,83.96919
Anguilla,AIA,1984,99
Argentina,ARG,1980,96
Argentina,ARG,1991,98
Argentina,ARG,2001,99
Armenia,ARM,1989,100
Armenia,ARM,2000,100
Armenia,ARM,2001,100
Armenia,ARM,2011,100
Armenia,ARM,2016,100
Armenia,ARM,2017,100
Armenia,ARM,2020,100
Armenia,ARM,2022,99.64871
Aruba,ABW,2000,99
Aruba,ABW,2010,99
Azerbaijan,AZE,1999,100
Azerbaijan,AZE,2006,100
Azerbaijan,AZE,2007,100
Azerbaijan,AZE,2009,100
Azerbaijan,AZE,2010,100
Azerbaijan,AZE,2011,100
Azerbaijan,AZE,2012,100
Azerbaijan,AZE,2013,100
Azerbaijan,AZE,2014,100
Azerbaijan,AZE,2015,100
Azerbaijan,AZE,2016,100
Azerbaijan,AZE,2017,100
Azerbaijan,AZE,2019,100
Azerbaijan,AZE,2023,100
Bahrain,BHR,1981,90
Bahrain,BHR,1991,97
Bahrain,BHR,2001,97
Bahrain,BHR,2022,99
Bahrain,BHR,2023,99
Bangladesh,BGD,1981,44
Bangladesh,BGD,1991,52
Bangladesh,BGD,2000,100
Bangladesh,BGD,2001,67
Bangladesh,BGD,2007,90.51
Bangladesh,BGD,2011,76
Bangladesh,BGD,2012,76
Bangladesh,BGD,2013,84
Bangladesh,BGD,2014,85
Bangladesh,BGD,2015,86
Bangladesh,BGD,2016,91
Bangladesh,BGD,2017,92
Bangladesh,BGD,2018,92
Bangladesh,BGD,2019,94
Bangladesh,BGD,2020,93
Bangladesh,BGD,2021,94
Bangladesh,BGD,2022,92
Barbados,BRB,1970,100
Barbados,BRB,2012,100
Belarus,BLR,1989,100
Belarus,BLR,1999,100
Belarus,BLR,2009,100
Belarus,BLR,2012,100
Belarus,BLR,2019,100
Belize,BLZ,1991,77
Belize,BLZ,2015,97.82818
Benin,BEN,1979,46
Benin,BEN,1992,55
Benin,BEN,2001,61.08
Benin,BEN,2002,59
Benin,BEN,2006,72.07
Benin,BEN,2017,66.79979
Benin,BEN,2019,76.35444
Benin,BEN,2021,70.96799
Benin,BEN,2022,74.60011
Bhutan,BTN,2005,80
Bhutan,BTN,2012,90
Bhutan,BTN,2017,93
Bolivia,BOL,1976,91
Bolivia,BOL,1992,96
Bolivia,BOL,2000,98.4
Bolivia,BOL,2001,98.2
Bolivia,BOL,2002,99.1
Bolivia,BOL,2003,99.47
Bolivia,BOL,2004,99.6
Bolivia,BOL,2005,99.3
Bolivia,BOL,2006,99.4
Bolivia,BOL,2007,99.8
Bolivia,BOL,2008,99.4
Bolivia,BOL,2009,99.7
Bolivia,BOL,2011,99.3
Bolivia,BOL,2012,99.5
Bolivia,BOL,2013,99.5
Bolivia,BOL,2014,99.7
Bolivia,BOL,2015,99.4
Bolivia,BOL,2016,99.5
Bolivia,BOL,2017,99.4
Bolivia,BOL,2018,99.7
Bolivia,BOL,2019,99.7
Bolivia,BOL,2020,99.6
Bolivia,BOL,2021,99.5
Bosnia and Herzegovina,BIH,1991,99
Bosnia and Herzegovina,BIH,2000,100
Bosnia and Herzegovina,BIH,2013,100
Botswana,BWA,1991,86
Botswana,BWA,2003,92
Brazil,BRA,1980,83
Brazil,BRA,2000,93
Brazil,BRA,2001,94.7
Brazil,BRA,2002,95.1
Brazil,BRA,2003,95.6
Brazil,BRA,2004,95.7
Brazil,BRA,2005,96.1
Brazil,BRA,2006,96.8
Brazil,BRA,2007,97
Brazil,BRA,2008,97.2
Brazil,BRA,2009,97.4
Brazil,BRA,2010,97
Brazil,BRA,2011,97.9
Brazil,BRA,2012,98.2
Brazil,BRA,2013,98.3
Brazil,BRA,2014,98.4
Brazil,BRA,2015,98.6
Brazil,BRA,2016,98.7
Brazil,BRA,2017,98.8
Brazil,BRA,2018,98.7
Brazil,BRA,2019,98.7
Brazil,BRA,2020,99
Brazil,BRA,2021,99.1
Brazil,BRA,2022,99
Brazil,BRA,2023,99
Brunei,BRN,1981,94
Brunei,BRN,1991,98
Brunei,BRN,2001,99
Brunei,BRN,2011,99
Bulgaria,BGR,2001,98
Bulgaria,BGR,2011,98
Burkina Faso,BFA,1975,22
Burkina Faso,BFA,1991,27
Burkina Faso,BFA,1996,25
Burkina Faso,BFA,2003,38
Burkina Faso,BFA,2005,40
Burkina Faso,BFA,2006,40
Burkina Faso,BFA,2007,47
Burkina Faso,BFA,2010,47.04
Burkina Faso,BFA,2014,57
Burkina Faso,BFA,2018,64
Burkina Faso,BFA,2019,51
Burkina Faso,BFA,2021,66.64593
Burkina Faso,BFA,2022,65.47311
Burundi,BDI,1979,41
Burundi,BDI,1990,59
Burundi,BDI,2000,77
Burundi,BDI,2008,67
Burundi,BDI,2010,82.66
Burundi,BDI,2014,85
Burundi,BDI,2016,86.7551
Burundi,BDI,2017,91
Cambodia,KHM,1998,82
Cambodia,KHM,2004,88
Cambodia,KHM,2005,100
Cambodia,KHM,2008,89
Cambodia,KHM,2009,88
Cambodia,KHM,2010,80.6
Cambodia,KHM,2014,90
Cambodia,KHM,2015,92
Cambodia,KHM,2021,90.30829
Cameroon,CMR,1976,80
Cameroon,CMR,2000,88
Cameroon,CMR,2004,81.39
Cameroon,CMR,2007,89
Cameroon,CMR,2010,85
Cameroon,CMR,2011,86.92
Cameroon,CMR,2018,87.59698
Cape Verde,CPV,1990,90
Cape Verde,CPV,2012,98
Cape Verde,CPV,2015,98
Cayman Islands,CYM,2007,99
Central African Republic,CAF,1975,56
Central African Republic,CAF,1988,63
Central African Republic,CAF,2000,73
Central African Republic,CAF,2019,64.90382
Central and Southern Asia (SDG),,1975,63.08979
Central and Southern Asia (SDG),,1976,63.16943
Central and Southern Asia (SDG),,1977,63.65826
Central and Southern Asia (SDG),,1978,64.04982
Central and Southern Asia (SDG),,1979,64.35557
Central and Southern Asia (SDG),,1980,64.54994
Central and Southern Asia (SDG),,1981,64.62395
Central and Southern Asia (SDG),,1982,64.87071
Central and Southern Asia (SDG),,1983,65.06471
Central and Southern Asia (SDG),,1984,65.18798
Central and Southern Asia (SDG),,1985,65.35568
Central and Southern Asia (SDG),,1986,65.54987
Central and Southern Asia (SDG),,1987,65.81714
Central and Southern Asia (SDG),,1988,68.65796
Central and Southern Asia (SDG),,1989,69.49879
Central and Southern Asia (SDG),,1990,70.41392
Central and Southern Asia (SDG),,1991,71.12513
Central and Southern Asia (SDG),,1992,72.52291
Central and Southern Asia (SDG),,1993,73.86445
Central and Southern Asia (SDG),,1994,74.50486
Central and Southern Asia (SDG),,1995,75.20815
Central and Southern Asia (SDG),,1996,75.8941
Central and Southern Asia (SDG),,1997,76.53233
Central and Southern Asia (SDG),,1998,80.47533
Central and Southern Asia (SDG),,1999,81.09931
Central and Southern Asia (SDG),,2000,81.62344
Central and Southern Asia (SDG),,2001,82.06134
Central and Southern Asia (SDG),,2002,82.56851
Central and Southern Asia (SDG),,2003,83.6186
Central and Southern Asia (SDG),,2004,84.02438
Central and Southern Asia (SDG),,2005,85.62037
Central and Southern Asia (SDG),,2006,84.61482
Central and Southern Asia (SDG),,2007,84.8928
Central and Southern Asia (SDG),,2008,85.80285
Central and Southern Asia (SDG),,2009,86.28822
Central and Southern Asia (SDG),,2010,87.72251
Central and Southern Asia (SDG),,2011,87.85644
Central and Southern Asia (SDG),,2012,88.13688
Central and Southern Asia (SDG),,2013,89.19475
Central and Southern Asia (SDG),,2014,89.51995
Central and Southern Asia (SDG),,2015,90.11613
Central and Southern Asia (SDG),,2016,90.8607
Central and Southern Asia (SDG),,2017,91.27249
Central and Southern Asia (SDG),,2018,91.21208
Central and Southern Asia (SDG),,2019,93.88992
Central and Southern Asia (SDG),,2020,94.12073
Central and Southern Asia (SDG),,2021,94.41743
Central and Southern Asia (SDG),,2022,94.68063
Central and Southern Asia (SDG),,2023,94.92773
Chad,TCD,1993,26
Chad,TCD,2000,56
Chad,TCD,2004,54
Chad,TCD,2016,41
Chad,TCD,2019,56.26247
Chile,CHL,1982,96
Chile,CHL,1992,98
Chile,CHL,2000,98.9
Chile,CHL,2002,99
Chile,CHL,2003,98.9
Chile,CHL,2006,98.9
Chile,CHL,2009,99.2
Chile,CHL,2011,99.2
Chile,CHL,2013,99
Chile,CHL,2015,99.3
Chile,CHL,2017,99
Chile,CHL,2022,99.1
China,CHN,1982,95
China,CHN,1990,97
China,CHN,2000,99
China,CHN,2010,100
China,CHN,2020,100
Colombia,COL,1993,95
Colombia,COL,1996,96
Colombia,COL,2002,96.9
Colombia,COL,2003,96.7
Colombia,COL,2004,97.5
Colombia,COL,2005,97.6
Colombia,COL,2006,98
Colombia,COL,2007,97
Colombia,COL,2008,97.5
Colombia,COL,2009,97.4
Colombia,COL,2010,97.8
Colombia,COL,2011,97.8
Colombia,COL,2012,97.8
Colombia,COL,2013,97.8
Colombia,COL,2014,98.1
Colombia,COL,2015,98.2
Colombia,COL,2016,98.3
Colombia,COL,2017,98.3
Colombia,COL,2018,98.7
Colombia,COL,2019,98.5
Colombia,COL,2020,98.7
Colombia,COL,2021,98.8
Colombia,COL,2022,98.6
Colombia,COL,2023,98.7
Comoros,COM,1980,69
Comoros,COM,2000,84
Comoros,COM,2012,85
Congo,COG,1984,92
Congo,COG,2005,88
Costa Rica,CRI,1984,97
Costa Rica,CRI,2000,97
Costa Rica,CRI,2011,99
Costa Rica,CRI,2018,74.78
Cote d'Ivoire,CIV,1988,60
Cote d'Ivoire,CIV,1998,54
Cote d'Ivoire,CIV,2000,71
Cote d'Ivoire,CIV,2014,59
Cote d'Ivoire,CIV,2016,71.98823
Cote d'Ivoire,CIV,2019,93
Cote d'Ivoire,CIV,2021,76.16145
Croatia,HRV,1991,100
Croatia,HRV,2001,100
Cuba,CUB,2002,100
Cuba,CUB,2012,100
Cuba,CUB,2019,99.53119
Cyprus,CYP,1992,100
Cyprus,CYP,2001,100
Cyprus,CYP,2011,100
Democratic Republic of Congo,COD,2001,78
Democratic Republic of Congo,COD,2007,87.36
Democratic Republic of Congo,COD,2012,91
Democratic Republic of Congo,COD,2013,92.56
Democratic Republic of Congo,COD,2016,91
Democratic Republic of Congo,COD,2018,90.81754
Dominican Republic,DOM,1981,81
Dominican Republic,DOM,2000,93.2
Dominican Republic,DOM,2001,94.3
Dominican Republic,DOM,2002,93.8
Dominican Republic,DOM,2003,94.7
Dominican Republic,DOM,2004,95.2
Dominican Republic,DOM,2005,96.2
Dominican Republic,DOM,2006,95.3
Dominican Republic,DOM,2007,97.2
Dominican Republic,DOM,2008,95.6
Dominican Republic,DOM,2009,96.2
Dominican Republic,DOM,2010,96.2
Dominican Republic,DOM,2011,96.5
Dominican Republic,DOM,2012,96.7
Dominican Republic,DOM,2013,97.6
Dominican Republic,DOM,2014,98
Dominican Republic,DOM,2015,98.1
Dominican Republic,DOM,2016,98.1
Dominican Republic,DOM,2017,97.8
Dominican Republic,DOM,2018,98
Dominican Republic,DOM,2019,98.3
Dominican Republic,DOM,2020,98.6
Dominican Republic,DOM,2021,98.7
Dominican Republic,DOM,2022,98.1
Dominican Republic,DOM,2023,98.3
East Asia and Pacific (WB),,1976,92.06965
East Asia and Pacific (WB),,1977,92.13786
East Asia and Pacific (WB),,1978,92.69134
East Asia and Pacific (WB),,1979,93.21935
East Asia and Pacific (WB),,1980,93.65328
East Asia and Pacific (WB),,1981,94.01275
East Asia and Pacific (WB),,1982,94.27296
East Asia and Pacific (WB),,1983,94.54431
East Asia and Pacific (WB),,1984,94.79929
East Asia and Pacific (WB),,1985,95.01331
East Asia and Pacific (WB),,1986,95.17848
East Asia and Pacific (WB),,1987,95.9976
East Asia and Pacific (WB),,1988,96.41761
East Asia and Pacific (WB),,1989,96.40825
East Asia and Pacific (WB),,1990,96.40288
East Asia and Pacific (WB),,1991,96.42215
East Asia and Pacific (WB),,1992,96.44241
East Asia and Pacific (WB),,1993,96.4574
East Asia and Pacific (WB),,1994,96.56721
East Asia and Pacific (WB),,1995,96.69341
East Asia and Pacific (WB),,1996,96.79782
East Asia and Pacific (WB),,1997,98.02458
East Asia and Pacific (WB),,1998,98.0536
East Asia and Pacific (WB),,1999,98.07207
East Asia and Pacific (WB),,2000,98.10066
East Asia and Pacific (WB),,2001,98.10212
East Asia and Pacific (WB),,2002,98.14776
East Asia and Pacific (WB),,2003,98.21947
East Asia and Pacific (WB),,2004,98.30039
East Asia and Pacific (WB),,2005,98.35316
East Asia and Pacific (WB),,2006,98.18339
East Asia and Pacific (WB),,2007,98.50984
East Asia and Pacific (WB),,2008,98.81036
East Asia and Pacific (WB),,2009,98.74872
East Asia and Pacific (WB),,2010,98.69274
East Asia and Pacific (WB),,2011,98.28942
East Asia and Pacific (WB),,2012,98.32583
East Asia and Pacific (WB),,2013,98.33456
East Asia and Pacific (WB),,2014,98.53776
East Asia and Pacific (WB),,2015,98.60747
East Asia and Pacific (WB),,2016,98.6197
East Asia and Pacific (WB),,2017,98.61173
East Asia and Pacific (WB),,2018,98.50946
East Asia and Pacific (WB),,2019,98.83422
East Asia and Pacific (WB),,2020,98.93899
East Asia and Pacific (WB),,2021,98.96167
East Asia and Pacific (WB),,2022,98.98314
East Asia and Pacific (WB),,2023,99.0027
East Timor,TLS,2009,87.25
East Timor,TLS,2010,80
East Timor,TLS,2016,89.55101
Eastern and South-Eastern Asia (SDG),,1976,92.1425
Eastern and South-Eastern Asia (SDG),,1977,92.21163
Eastern and South-Eastern Asia (SDG),,1978,92.77227
Eastern and South-Eastern Asia (SDG),,1979,93.30574
Eastern and South-Eastern Asia (SDG),,1980,93.74401
Eastern and South-Eastern Asia (SDG),,1981,94.10611
Eastern and South-Eastern Asia (SDG),,1982,94.36729
Eastern and South-Eastern Asia (SDG),,1983,94.64047
Eastern and South-Eastern Asia (SDG),,1984,94.89497
Eastern and South-Eastern Asia (SDG),,1985,95.10735
Eastern and South-Eastern Asia (SDG),,1986,95.27004
Eastern and South-Eastern Asia (SDG),,1987,96.09497
Eastern and South-Eastern Asia (SDG),,1988,96.51806
Eastern and South-Eastern Asia (SDG),,1989,96.508
Eastern and South-Eastern Asia (SDG),,1990,96.50264
Eastern and South-Eastern Asia (SDG),,1991,96.52341
Eastern and South-Eastern Asia (SDG),,1992,96.54519
Eastern and South-Eastern Asia (SDG),,1993,96.56196
Eastern and South-Eastern Asia (SDG),,1994,96.6759
Eastern and South-Eastern Asia (SDG),,1995,96.80654
Eastern and South-Eastern Asia (SDG),,1996,96.91575
Eastern and South-Eastern Asia (SDG),,1997,98.16245
Eastern and South-Eastern Asia (SDG),,1998,98.19519
Eastern and South-Eastern Asia (SDG),,1999,98.22033
Eastern and South-Eastern Asia (SDG),,2000,98.25711
Eastern and South-Eastern Asia (SDG),,2001,98.26271
Eastern and South-Eastern Asia (SDG),,2002,98.31304
Eastern and South-Eastern Asia (SDG),,2003,98.38914
Eastern and South-Eastern Asia (SDG),,2004,98.47451
Eastern and South-Eastern Asia (SDG),,2005,98.53169
Eastern and South-Eastern Asia (SDG),,2006,98.36356
Eastern and South-Eastern Asia (SDG),,2007,98.70143
Eastern and South-Eastern Asia (SDG),,2008,99.01506
Eastern and South-Eastern Asia (SDG),,2009,98.95905
Eastern and South-Eastern Asia (SDG),,2010,98.90729
Eastern and South-Eastern Asia (SDG),,2011,98.50358
Eastern and South-Eastern Asia (SDG),,2012,98.54806
Eastern and South-Eastern Asia (SDG),,2013,98.566
Eastern and South-Eastern Asia (SDG),,2014,98.78386
Eastern and South-Eastern Asia (SDG),,2015,98.86771
Eastern and South-Eastern Asia (SDG),,2016,98.89226
Eastern and South-Eastern Asia (SDG),,2017,98.89327
Eastern and South-Eastern Asia (SDG),,2018,98.79708
Eastern and South-Eastern Asia (SDG),,2019,99.1361
Eastern and South-Eastern Asia (SDG),,2020,99.24863
Eastern and South-Eastern Asia (SDG),,2021,99.2751
Eastern and South-Eastern Asia (SDG),,2022,99.30309
Eastern and South-Eastern Asia (SDG),,2023,99.32656
Ecuador,ECU,1982,95
Ecuador,ECU,1990,97
Ecuador,ECU,2001,97.6
Ecuador,ECU,2003,96.5
Ecuador,ECU,2005,98.3
Ecuador,ECU,2006,98.3
Ecuador,ECU,2007,98.2
Ecuador,ECU,2008,98.4
Ecuador,ECU,2009,98.7
Ecuador,ECU,2010,98.5
Ecuador,ECU,2011,98.6
Ecuador,ECU,2012,98.8
Ecuador,ECU,2013,98.6
Ecuador,ECU,2014,99
Ecuador,ECU,2015,99.3
Ecuador,ECU,2016,99
Ecuador,ECU,2017,99.1
Ecuador,ECU,2018,98.9
Ecuador,ECU,2019,98.2
Ecuador,ECU,2020,98.5
Ecuador,ECU,2021,99
Ecuador,ECU,2022,99
Ecuador,ECU,2023,99
Egypt,EGY,1976,63
Egypt,EGY,1986,71
Egypt,EGY,1996,79
Egypt,EGY,2005,90
Egypt,EGY,2006,88
Egypt,EGY,2010,91
Egypt,EGY,2012,92
Egypt,EGY,2013,94
Egypt,EGY,2017,89
Egypt,EGY,2022,95.51
El Salvador,SLV,1992,85
El Salvador,SLV,2000,92.2
El Salvador,SLV,2001,93.5
El Salvador,SLV,2002,92.9
El Salvador,SLV,2003,93.3
El Salvador,SLV,2004,93.7
El Salvador,SLV,2005,94.9
El Salvador,SLV,2006,94.4
El Salvador,SLV,2007,95.2
El Salvador,SLV,2008,95
El Salvador,SLV,2009,95.1
El Salvador,SLV,2010,95.7
El Salvador,SLV,2011,96
El Salvador,SLV,2012,96.7
El Salvador,SLV,2013,96.9
El Salvador,SLV,2014,97.3
El Salvador,SLV,2015,97.5
El Salvador,SLV,2016,97.7
El Salvador,SLV,2017,97.8
El Salvador,SLV,2018,97.7
El Salvador,SLV,2019,98
El Salvador,SLV,2020,98.3
El Salvador,SLV,2021,97.8
El Salvador,SLV,2022,98
El Salvador,SLV,2023,97.6
Equatorial Guinea,GNQ,2000,98
Eritrea,ERI,2002,86
Eritrea,ERI,2008,91
Estonia,EST,1989,100
Estonia,EST,2000,100
Estonia,EST,2011,100
Eswatini,SWZ,1976,76
Eswatini,SWZ,1986,83
Eswatini,SWZ,2000,91
Eswatini,SWZ,2006,88.81
Eswatini,SWZ,2022,98.55315
Ethiopia,ETH,1994,39
Ethiopia,ETH,2000,49.47
Ethiopia,ETH,2004,62
Ethiopia,ETH,2005,60.07
Ethiopia,ETH,2007,63
Ethiopia,ETH,2011,65.08
Ethiopia,ETH,2016,79.13417
Europe and Central Asia (WB),,1990,99.29788
Europe and Central Asia (WB),,1991,99.30632
Europe and Central Asia (WB),,1992,99.14109
Europe and Central Asia (WB),,1993,99.14551
Europe and Central Asia (WB),,1994,99.15435
Europe and Central Asia (WB),,1995,99.15745
Europe and Central Asia (WB),,1996,99.16376
Europe and Central Asia (WB),,1997,99.16921
Europe and Central Asia (WB),,1998,99.14203
Europe and Central Asia (WB),,1999,99.12084
Europe and Central Asia (WB),,2000,99.27405
Europe and Central Asia (WB),,2001,99.28998
Europe and Central Asia (WB),,2002,99.34685
Europe and Central Asia (WB),,2003,99.34642
Europe and Central Asia (WB),,2004,99.32986
Europe and Central Asia (WB),,2005,99.37011
Europe and Central Asia (WB),,2006,99.38467
Europe and Central Asia (WB),,2007,99.40214
Europe and Central Asia (WB),,2008,99.41971
Europe and Central Asia (WB),,2009,99.5298
Europe and Central Asia (WB),,2010,99.559
Europe and Central Asia (WB),,2011,99.59864
Europe and Central Asia (WB),,2012,99.62316
Europe and Central Asia (WB),,2013,99.64314
Europe and Central Asia (WB),,2014,99.66125
Europe and Central Asia (WB),,2015,99.66372
Europe and Central Asia (WB),,2016,99.67653
Europe and Central Asia (WB),,2017,99.68803
Europe and Central Asia (WB),,2018,99.73709
Europe and Central Asia (WB),,2019,99.74954
Europe and Central Asia (WB),,2020,99.73968
Europe and Central Asia (WB),,2021,99.75074
Europe and Central Asia (WB),,2022,99.75511
Europe and Central Asia (WB),,2023,99.75977
Europe and Northern America (SDG),,2002,99.47237
Europe and Northern America (SDG),,2003,99.48047
Europe and Northern America (SDG),,2004,99.4866
Europe and Northern America (SDG),,2005,99.49365
Europe and Northern America (SDG),,2006,99.50642
Europe and Northern America (SDG),,2007,99.5034
Europe and Northern America (SDG),,2018,99.66694
Europe and Northern America (SDG),,2019,99.67549
Europe and Northern America (SDG),,2020,99.66568
Europe and Northern America (SDG),,2021,99.67509
Europe and Northern America (SDG),,2022,99.67989
Fiji,FJI,2021,96.11
Gabon,GAB,1993,94
Gabon,GAB,2012,94.88
Gabon,GAB,2021,94.95532
Gambia,GMB,2000,64
Gambia,GMB,2013,78.39
Gambia,GMB,2015,71
Gambia,GMB,2018,74.97817
Gambia,GMB,2021,72.01779
Georgia,GEO,2002,100
Georgia,GEO,2014,100
Georgia,GEO,2017,100
Georgia,GEO,2018,99.9046
Georgia,GEO,2022,100
Georgia,GEO,2023,98.88482
Ghana,GHA,2000,76
Ghana,GHA,2003,84.77
Ghana,GHA,2010,88
Ghana,GHA,2014,91.17
Ghana,GHA,2017,89.77029
Ghana,GHA,2021,91.73803
Greece,GRC,1981,99
Greece,GRC,1991,99
Greece,GRC,2001,99
Greece,GRC,2009,100
Grenada,GRD,1970,99
Guadeloupe,GLP,1982,98
Guam,GUM,1980,95
Guam,GUM,1990,100
Guatemala,GTM,1994,82
Guatemala,GTM,2000,87.7
Guatemala,GTM,2002,86
Guatemala,GTM,2006,91.4
Guatemala,GTM,2012,95
Guatemala,GTM,2013,94
Guatemala,GTM,2014,94.9
Guatemala,GTM,2015,96.67467
Guatemala,GTM,2018,95
Guatemala,GTM,2022,95.85535
Guatemala,GTM,2023,97.3
Guinea,GIN,1996,44
Guinea,GIN,2003,59
Guinea,GIN,2005,64.19
Guinea,GIN,2010,38
Guinea,GIN,2012,71.69
Guinea,GIN,2014,57
Guinea,GIN,2018,70
Guinea-Bissau,GNB,1979,60
Guinea-Bissau,GNB,2000,75
Guinea-Bissau,GNB,2019,81.83359
Guinea-Bissau,GNB,2022,86.19711
Guyana,GUY,2009,95.71
Guyana,GUY,2020,99.26508
Haiti,HTI,1982,51
Haiti,HTI,2003,83
Haiti,HTI,2012,86.55
Haiti,HTI,2017,88.38471
High-income countries,,2004,98.8447
High-income countries,,2005,98.89156
High-income countries,,2020,99.22166
High-income countries,,2021,99.27138
Honduras,HND,2001,89.7
Honduras,HND,2004,90.2
Honduras,HND,2005,89.9
Honduras,HND,2007,93
Honduras,HND,2009,92.6
Honduras,HND,2010,94.4
Honduras,HND,2011,94.9
Honduras,HND,2012,94
Honduras,HND,2013,93.9
Honduras,HND,2014,95
Honduras,HND,2015,95
Honduras,HND,2016,94.9
Honduras,HND,2018,94.9
Honduras,HND,2019,94.8
Honduras,HND,2023,94.6
Hungary,HUN,1980,99
India,IND,1981,66
India,IND,1991,74
India,IND,2001,84
India,IND,2006,88
India,IND,2011,90
India,IND,2016,93.55494
India,IND,2020,99.07
India,IND,2022,97
India,IND,2023,98
Indonesia,IDN,1980,90
Indonesia,IDN,1990,97
Indonesia,IDN,2004,99
Indonesia,IDN,2006,97
Indonesia,IDN,2008,100
Indonesia,IDN,2009,100
Indonesia,IDN,2011,99
Indonesia,IDN,2014,100
Indonesia,IDN,2015,100
Indonesia,IDN,2016,100
Indonesia,IDN,2017,99.93
Indonesia,IDN,2018,100
Indonesia,IDN,2020,100
Indonesia,IDN,2022,92.91
Iran,IRN,1976,71
Iran,IRN,1986,85
Iran,IRN,1991,92
Iran,IRN,1996,96
